Jahr,1_Merkmal_Code,1_Auspraegung_Label,2_Auspraegung_Label,3_Merkmal_Code,3_Merkmal_Label,3_Auspraegung_Code,3_Auspraegung_Label,birth
2004,DLAND,Bremen,Juli,GES,Geschlecht,,Insgesamt,505
2004,DLAND,Bremen,August,GES,Geschlecht,,Insgesamt,499
2004,DLAND,Bremen,September,GES,Geschlecht,,Insgesamt,455
2004,DLAND,Bremen,Oktober,GES,Geschlecht,,Insgesamt,463
2004,DLAND,Bremen,November,GES,Geschlecht,,Insgesamt,420
2004,DLAND,Bremen,Dezember,GES,Geschlecht,,Insgesamt,450
2004,DLAND,Hamburg,Januar,GES,Geschlecht,,Insgesamt,1376
2004,DLAND,Hamburg,Februar,GES,Geschlecht,,Insgesamt,1306
2004,DLAND,Hamburg,Maerz,GES,Geschlecht,,Insgesamt,1280
2004,DLAND,Hamburg,April,GES,Geschlecht,,Insgesamt,1242
2004,DLAND,Hamburg,Mai,GES,Geschlecht,,Insgesamt,1324
2004,DLAND,Hamburg,Juni,GES,Geschlecht,,Insgesamt,1328
2004,DLAND,Hamburg,Juli,GES,Geschlecht,,Insgesamt,1437
2004,DLAND,Hamburg,August,GES,Geschlecht,,Insgesamt,1444
2004,DLAND,Hamburg,September,GES,Geschlecht,,Insgesamt,1450
2004,DLAND,Hamburg,Oktober,GES,Geschlecht,,Insgesamt,1350
2004,DLAND,Hamburg,November,GES,Geschlecht,,Insgesamt,1232
2004,DLAND,Hamburg,Dezember,GES,Geschlecht,,Insgesamt,1334
2004,DLAND,Hessen,Januar,GES,Geschlecht,,Insgesamt,4558
2004,DLAND,Hessen,Februar,GES,Geschlecht,,Insgesamt,4165
2004,DLAND,Hessen,Maerz,GES,Geschlecht,,Insgesamt,4368
2004,DLAND,Hessen,April,GES,Geschlecht,,Insgesamt,4265
2004,DLAND,Hessen,Mai,GES,Geschlecht,,Insgesamt,4397
2004,DLAND,Hessen,Juni,GES,Geschlecht,,Insgesamt,4644
2004,DLAND,Hessen,Juli,GES,Geschlecht,,Insgesamt,5088
2004,DLAND,Hessen,August,GES,Geschlecht,,Insgesamt,4877
2004,DLAND,Hessen,September,GES,Geschlecht,,Insgesamt,4867
2004,DLAND,Hessen,Oktober,GES,Geschlecht,,Insgesamt,4532
2004,DLAND,Hessen,November,GES,Geschlecht,,Insgesamt,4182
2004,DLAND,Hessen,Dezember,GES,Geschlecht,,Insgesamt,4389
2004,DLAND,Mecklenburg-Vorpommern,Januar,GES,Geschlecht,,Insgesamt,1063
2004,DLAND,Mecklenburg-Vorpommern,Februar,GES,Geschlecht,,Insgesamt,964
2004,DLAND,Mecklenburg-Vorpommern,Maerz,GES,Geschlecht,,Insgesamt,1073
2004,DLAND,Mecklenburg-Vorpommern,April,GES,Geschlecht,,Insgesamt,1020
2004,DLAND,Mecklenburg-Vorpommern,Mai,GES,Geschlecht,,Insgesamt,1026
2004,DLAND,Mecklenburg-Vorpommern,Juni,GES,Geschlecht,,Insgesamt,1100
2004,DLAND,Mecklenburg-Vorpommern,Juli,GES,Geschlecht,,Insgesamt,1295
2004,DLAND,Mecklenburg-Vorpommern,August,GES,Geschlecht,,Insgesamt,1204
2004,DLAND,Mecklenburg-Vorpommern,September,GES,Geschlecht,,Insgesamt,1154
2004,DLAND,Mecklenburg-Vorpommern,Oktober,GES,Geschlecht,,Insgesamt,1117
2004,DLAND,Mecklenburg-Vorpommern,November,GES,Geschlecht,,Insgesamt,1024
2004,DLAND,Mecklenburg-Vorpommern,Dezember,GES,Geschlecht,,Insgesamt,1005
2004,DLAND,Niedersachsen,Januar,GES,Geschlecht,,Insgesamt,5970
2004,DLAND,Niedersachsen,Februar,GES,Geschlecht,,Insgesamt,5560
2004,DLAND,Niedersachsen,Maerz,GES,Geschlecht,,Insgesamt,5746
2004,DLAND,Niedersachsen,April,GES,Geschlecht,,Insgesamt,5659
2004,DLAND,Niedersachsen,Mai,GES,Geschlecht,,Insgesamt,5745
2004,DLAND,Niedersachsen,Juni,GES,Geschlecht,,Insgesamt,6006
2004,DLAND,Niedersachsen,Juli,GES,Geschlecht,,Insgesamt,6436
2004,DLAND,Niedersachsen,August,GES,Geschlecht,,Insgesamt,6418
2004,DLAND,Niedersachsen,September,GES,Geschlecht,,Insgesamt,6209
2004,DLAND,Niedersachsen,Oktober,GES,Geschlecht,,Insgesamt,5674
2004,DLAND,Niedersachsen,November,GES,Geschlecht,,Insgesamt,5394
2004,DLAND,Niedersachsen,Dezember,GES,Geschlecht,,Insgesamt,5554
2004,DLAND,Nordrhein-Westfalen,Januar,GES,Geschlecht,,Insgesamt,13562
2004,DLAND,Nordrhein-Westfalen,Februar,GES,Geschlecht,,Insgesamt,12513
2004,DLAND,Nordrhein-Westfalen,Maerz,GES,Geschlecht,,Insgesamt,12764
2004,DLAND,Nordrhein-Westfalen,April,GES,Geschlecht,,Insgesamt,12437
2004,DLAND,Nordrhein-Westfalen,Mai,GES,Geschlecht,,Insgesamt,12490
2004,DLAND,Nordrhein-Westfalen,Juni,GES,Geschlecht,,Insgesamt,13333
2004,DLAND,Nordrhein-Westfalen,Juli,GES,Geschlecht,,Insgesamt,14434
2004,DLAND,Nordrhein-Westfalen,August,GES,Geschlecht,,Insgesamt,14305
2004,DLAND,Nordrhein-Westfalen,September,GES,Geschlecht,,Insgesamt,13788
2004,DLAND,Nordrhein-Westfalen,Oktober,GES,Geschlecht,,Insgesamt,13163
2004,DLAND,Nordrhein-Westfalen,November,GES,Geschlecht,,Insgesamt,12365
2004,DLAND,Nordrhein-Westfalen,Dezember,GES,Geschlecht,,Insgesamt,12900
2004,DLAND,Rheinland-Pfalz,Januar,GES,Geschlecht,,Insgesamt,2879
2004,DLAND,Rheinland-Pfalz,Februar,GES,Geschlecht,,Insgesamt,2535
2004,DLAND,Rheinland-Pfalz,Maerz,GES,Geschlecht,,Insgesamt,2613
2004,DLAND,Rheinland-Pfalz,April,GES,Geschlecht,,Insgesamt,2490
2004,DLAND,Rheinland-Pfalz,Mai,GES,Geschlecht,,Insgesamt,2702
2004,DLAND,Rheinland-Pfalz,Juni,GES,Geschlecht,,Insgesamt,2839
2004,DLAND,Rheinland-Pfalz,Juli,GES,Geschlecht,,Insgesamt,3132
2004,DLAND,Rheinland-Pfalz,August,GES,Geschlecht,,Insgesamt,3121
2004,DLAND,Rheinland-Pfalz,September,GES,Geschlecht,,Insgesamt,3005
2004,DLAND,Rheinland-Pfalz,Oktober,GES,Geschlecht,,Insgesamt,2740
2004,DLAND,Rheinland-Pfalz,November,GES,Geschlecht,,Insgesamt,2634
2004,DLAND,Rheinland-Pfalz,Dezember,GES,Geschlecht,,Insgesamt,2731
2004,DLAND,Saarland,Januar,GES,Geschlecht,,Insgesamt,656
2004,DLAND,Saarland,Februar,GES,Geschlecht,,Insgesamt,579
2004,DLAND,Saarland,Maerz,GES,Geschlecht,,Insgesamt,563
2004,DLAND,Saarland,April,GES,Geschlecht,,Insgesamt,627
2004,DLAND,Saarland,Mai,GES,Geschlecht,,Insgesamt,603
2004,DLAND,Saarland,Juni,GES,Geschlecht,,Insgesamt,691
2004,DLAND,Saarland,Juli,GES,Geschlecht,,Insgesamt,685
2004,DLAND,Saarland,August,GES,Geschlecht,,Insgesamt,705
2004,DLAND,Saarland,September,GES,Geschlecht,,Insgesamt,717
2004,DLAND,Saarland,Oktober,GES,Geschlecht,,Insgesamt,637
2004,DLAND,Saarland,November,GES,Geschlecht,,Insgesamt,603
2004,DLAND,Saarland,Dezember,GES,Geschlecht,,Insgesamt,594
2004,DLAND,Sachsen,Januar,GES,Geschlecht,,Insgesamt,2655
2004,DLAND,Sachsen,Februar,GES,Geschlecht,,Insgesamt,2559
2004,DLAND,Sachsen,Maerz,GES,Geschlecht,,Insgesamt,2715
2004,DLAND,Sachsen,April,GES,Geschlecht,,Insgesamt,2715
2004,DLAND,Sachsen,Mai,GES,Geschlecht,,Insgesamt,2659
2004,DLAND,Sachsen,Juni,GES,Geschlecht,,Insgesamt,2798
2004,DLAND,Sachsen,Juli,GES,Geschlecht,,Insgesamt,3078
2004,DLAND,Sachsen,August,GES,Geschlecht,,Insgesamt,3060
2004,DLAND,Sachsen,September,GES,Geschlecht,,Insgesamt,3009
2004,DLAND,Sachsen,Oktober,GES,Geschlecht,,Insgesamt,2675
2004,DLAND,Sachsen,November,GES,Geschlecht,,Insgesamt,2508
2004,DLAND,Sachsen,Dezember,GES,Geschlecht,,Insgesamt,2613
2004,DLAND,Sachsen-Anhalt,Januar,GES,Geschlecht,,Insgesamt,1518
2004,DLAND,Sachsen-Anhalt,Februar,GES,Geschlecht,,Insgesamt,1351
2004,DLAND,Sachsen-Anhalt,Maerz,GES,Geschlecht,,Insgesamt,1409
2004,DLAND,Sachsen-Anhalt,April,GES,Geschlecht,,Insgesamt,1280
2004,DLAND,Sachsen-Anhalt,Mai,GES,Geschlecht,,Insgesamt,1325
2004,DLAND,Sachsen-Anhalt,Juni,GES,Geschlecht,,Insgesamt,1516
2004,DLAND,Sachsen-Anhalt,Juli,GES,Geschlecht,,Insgesamt,1695
2004,DLAND,Sachsen-Anhalt,August,GES,Geschlecht,,Insgesamt,1599
2004,DLAND,Sachsen-Anhalt,September,GES,Geschlecht,,Insgesamt,1523
2004,DLAND,Sachsen-Anhalt,Oktober,GES,Geschlecht,,Insgesamt,1380
2004,DLAND,Sachsen-Anhalt,November,GES,Geschlecht,,Insgesamt,1284
2004,DLAND,Sachsen-Anhalt,Dezember,GES,Geschlecht,,Insgesamt,1457
2004,DLAND,Schleswig-Holstein,Januar,GES,Geschlecht,,Insgesamt,2023
2004,DLAND,Schleswig-Holstein,Februar,GES,Geschlecht,,Insgesamt,1943
2004,DLAND,Schleswig-Holstein,Maerz,GES,Geschlecht,,Insgesamt,1957
2004,DLAND,Schleswig-Holstein,April,GES,Geschlecht,,Insgesamt,1942
2004,DLAND,Schleswig-Holstein,Mai,GES,Geschlecht,,Insgesamt,2012
2004,DLAND,Schleswig-Holstein,Juni,GES,Geschlecht,,Insgesamt,2069
2004,DLAND,Schleswig-Holstein,Juli,GES,Geschlecht,,Insgesamt,2141
2004,DLAND,Schleswig-Holstein,August,GES,Geschlecht,,Insgesamt,2267
2004,DLAND,Schleswig-Holstein,September,GES,Geschlecht,,Insgesamt,2143
2004,DLAND,Schleswig-Holstein,Oktober,GES,Geschlecht,,Insgesamt,1970
2004,DLAND,Schleswig-Holstein,November,GES,Geschlecht,,Insgesamt,1772
2004,DLAND,Schleswig-Holstein,Dezember,GES,Geschlecht,,Insgesamt,1851
2004,DLAND,Thüringen,Januar,GES,Geschlecht,,Insgesamt,1527
2004,DLAND,Thüringen,Februar,GES,Geschlecht,,Insgesamt,1308
2004,DLAND,Thüringen,Maerz,GES,Geschlecht,,Insgesamt,1307
2004,DLAND,Thüringen,April,GES,Geschlecht,,Insgesamt,1392
2004,DLAND,Thüringen,Mai,GES,Geschlecht,,Insgesamt,1353
2004,DLAND,Thüringen,Juni,GES,Geschlecht,,Insgesamt,1491
2004,DLAND,Thüringen,Juli,GES,Geschlecht,,Insgesamt,1619
2004,DLAND,Thüringen,August,GES,Geschlecht,,Insgesamt,1539
2004,DLAND,Thüringen,September,GES,Geschlecht,,Insgesamt,1561
2004,DLAND,Thüringen,Oktober,GES,Geschlecht,,Insgesamt,1453
2004,DLAND,Thüringen,November,GES,Geschlecht,,Insgesamt,1325
2004,DLAND,Thüringen,Dezember,GES,Geschlecht,,Insgesamt,1435
2005,DLAND,Baden-Wuerttemberg,Januar,GES,Geschlecht,,Insgesamt,7692
2005,DLAND,Baden-Wuerttemberg,Februar,GES,Geschlecht,,Insgesamt,7281
2005,DLAND,Baden-Wuerttemberg,Maerz,GES,Geschlecht,,Insgesamt,7800
2005,DLAND,Baden-Wuerttemberg,April,GES,Geschlecht,,Insgesamt,7672
2005,DLAND,Baden-Wuerttemberg,Mai,GES,Geschlecht,,Insgesamt,8007
2005,DLAND,Baden-Wuerttemberg,Juni,GES,Geschlecht,,Insgesamt,8066
2005,DLAND,Baden-Wuerttemberg,Juli,GES,Geschlecht,,Insgesamt,8466
2005,DLAND,Baden-Wuerttemberg,August,GES,Geschlecht,,Insgesamt,8419
2005,DLAND,Baden-Wuerttemberg,September,GES,Geschlecht,,Insgesamt,8222
2005,DLAND,Baden-Wuerttemberg,Oktober,GES,Geschlecht,,Insgesamt,7826
2005,DLAND,Baden-Wuerttemberg,November,GES,Geschlecht,,Insgesamt,7225
2005,DLAND,Baden-Wuerttemberg,Dezember,GES,Geschlecht,,Insgesamt,7603
2005,DLAND,Bayern,Januar,GES,Geschlecht,,Insgesamt,8833
2005,DLAND,Bayern,Februar,GES,Geschlecht,,Insgesamt,8415
2005,DLAND,Bayern,Maerz,GES,Geschlecht,,Insgesamt,8948
2005,DLAND,Bayern,April,GES,Geschlecht,,Insgesamt,8805
2005,DLAND,Bayern,Mai,GES,Geschlecht,,Insgesamt,8987
2005,DLAND,Bayern,Juni,GES,Geschlecht,,Insgesamt,9171
2005,DLAND,Bayern,Juli,GES,Geschlecht,,Insgesamt,9530
2005,DLAND,Bayern,August,GES,Geschlecht,,Insgesamt,9528
2005,DLAND,Bayern,September,GES,Geschlecht,,Insgesamt,9483
2005,DLAND,Bayern,Oktober,GES,Geschlecht,,Insgesamt,8857
2005,DLAND,Bayern,November,GES,Geschlecht,,Insgesamt,8214
2005,DLAND,Bayern,Dezember,GES,Geschlecht,,Insgesamt,8537
2005,DLAND,Berlin,Januar,GES,Geschlecht,,Insgesamt,2443
2005,DLAND,Berlin,Februar,GES,Geschlecht,,Insgesamt,2206
2005,DLAND,Berlin,Maerz,GES,Geschlecht,,Insgesamt,2480
2005,DLAND,Berlin,April,GES,Geschlecht,,Insgesamt,2368
2005,DLAND,Berlin,Mai,GES,Geschlecht,,Insgesamt,2429
2005,DLAND,Berlin,Juni,GES,Geschlecht,,Insgesamt,2425
2005,DLAND,Berlin,Juli,GES,Geschlecht,,Insgesamt,2603
2005,DLAND,Berlin,August,GES,Geschlecht,,Insgesamt,2632
2005,DLAND,Berlin,September,GES,Geschlecht,,Insgesamt,2571
2005,DLAND,Berlin,Oktober,GES,Geschlecht,,Insgesamt,2329
2005,DLAND,Berlin,November,GES,Geschlecht,,Insgesamt,2209
2005,DLAND,Berlin,Dezember,GES,Geschlecht,,Insgesamt,2281
2005,DLAND,Brandenburg,Januar,GES,Geschlecht,,Insgesamt,1481
2005,DLAND,Brandenburg,Februar,GES,Geschlecht,,Insgesamt,1316
2005,DLAND,Brandenburg,Maerz,GES,Geschlecht,,Insgesamt,1441
2005,DLAND,Brandenburg,April,GES,Geschlecht,,Insgesamt,1478
2005,DLAND,Brandenburg,Mai,GES,Geschlecht,,Insgesamt,1446
2005,DLAND,Brandenburg,Juni,GES,Geschlecht,,Insgesamt,1546
2005,DLAND,Brandenburg,Juli,GES,Geschlecht,,Insgesamt,1667
2005,DLAND,Brandenburg,August,GES,Geschlecht,,Insgesamt,1583
2005,DLAND,Brandenburg,September,GES,Geschlecht,,Insgesamt,1597
2005,DLAND,Brandenburg,Oktober,GES,Geschlecht,,Insgesamt,1504
2005,DLAND,Brandenburg,November,GES,Geschlecht,,Insgesamt,1394
2005,DLAND,Brandenburg,Dezember,GES,Geschlecht,,Insgesamt,1457
2005,DLAND,Bremen,Januar,GES,Geschlecht,,Insgesamt,451
2005,DLAND,Bremen,Februar,GES,Geschlecht,,Insgesamt,425
2005,DLAND,Bremen,Maerz,GES,Geschlecht,,Insgesamt,439
2005,DLAND,Bremen,April,GES,Geschlecht,,Insgesamt,450
2005,DLAND,Bremen,Mai,GES,Geschlecht,,Insgesamt,430
2005,DLAND,Bremen,Juni,GES,Geschlecht,,Insgesamt,472
2005,DLAND,Bremen,Juli,GES,Geschlecht,,Insgesamt,488
2005,DLAND,Bremen,August,GES,Geschlecht,,Insgesamt,501
2005,DLAND,Bremen,September,GES,Geschlecht,,Insgesamt,520
2005,DLAND,Bremen,Oktober,GES,Geschlecht,,Insgesamt,464
2005,DLAND,Bremen,November,GES,Geschlecht,,Insgesamt,403
2005,DLAND,Bremen,Dezember,GES,Geschlecht,,Insgesamt,446
2005,DLAND,Hamburg,Januar,GES,Geschlecht,,Insgesamt,1308
2005,DLAND,Hamburg,Februar,GES,Geschlecht,,Insgesamt,1242
2005,DLAND,Hamburg,Maerz,GES,Geschlecht,,Insgesamt,1370
2005,DLAND,Hamburg,April,GES,Geschlecht,,Insgesamt,1284
2005,DLAND,Hamburg,Mai,GES,Geschlecht,,Insgesamt,1303
2005,DLAND,Hamburg,Juni,GES,Geschlecht,,Insgesamt,1475
2005,DLAND,Hamburg,Juli,GES,Geschlecht,,Insgesamt,1396
2005,DLAND,Hamburg,August,GES,Geschlecht,,Insgesamt,1472
2005,DLAND,Hamburg,September,GES,Geschlecht,,Insgesamt,1429
2005,DLAND,Hamburg,Oktober,GES,Geschlecht,,Insgesamt,1342
2005,DLAND,Hamburg,November,GES,Geschlecht,,Insgesamt,1253
2005,DLAND,Hamburg,Dezember,GES,Geschlecht,,Insgesamt,1305
2005,DLAND,Hessen,Januar,GES,Geschlecht,,Insgesamt,4594
2005,DLAND,Hessen,Februar,GES,Geschlecht,,Insgesamt,4049
2005,DLAND,Hessen,Maerz,GES,Geschlecht,,Insgesamt,4419
2005,DLAND,Hessen,April,GES,Geschlecht,,Insgesamt,4354
2005,DLAND,Hessen,Mai,GES,Geschlecht,,Insgesamt,4527
2005,DLAND,Hessen,Juni,GES,Geschlecht,,Insgesamt,4518
2005,DLAND,Hessen,Juli,GES,Geschlecht,,Insgesamt,4720
2005,DLAND,Hessen,August,GES,Geschlecht,,Insgesamt,4696
2005,DLAND,Hessen,September,GES,Geschlecht,,Insgesamt,4722
2005,DLAND,Hessen,Oktober,GES,Geschlecht,,Insgesamt,4451
2005,DLAND,Hessen,November,GES,Geschlecht,,Insgesamt,4033
2005,DLAND,Hessen,Dezember,GES,Geschlecht,,Insgesamt,4286
2005,DLAND,Mecklenburg-Vorpommern,Januar,GES,Geschlecht,,Insgesamt,962
2005,DLAND,Mecklenburg-Vorpommern,Februar,GES,Geschlecht,,Insgesamt,1004
2005,DLAND,Mecklenburg-Vorpommern,Maerz,GES,Geschlecht,,Insgesamt,1038
2005,DLAND,Mecklenburg-Vorpommern,April,GES,Geschlecht,,Insgesamt,987
2005,DLAND,Mecklenburg-Vorpommern,Mai,GES,Geschlecht,,Insgesamt,1012
2005,DLAND,Mecklenburg-Vorpommern,Juni,GES,Geschlecht,,Insgesamt,1012
2005,DLAND,Mecklenburg-Vorpommern,Juli,GES,Geschlecht,,Insgesamt,1090
2005,DLAND,Mecklenburg-Vorpommern,August,GES,Geschlecht,,Insgesamt,1171
2005,DLAND,Mecklenburg-Vorpommern,September,GES,Geschlecht,,Insgesamt,1075
2005,DLAND,Mecklenburg-Vorpommern,Oktober,GES,Geschlecht,,Insgesamt,1015
2005,DLAND,Mecklenburg-Vorpommern,November,GES,Geschlecht,,Insgesamt,1018
2005,DLAND,Mecklenburg-Vorpommern,Dezember,GES,Geschlecht,,Insgesamt,973
2005,DLAND,Niedersachsen,Januar,GES,Geschlecht,,Insgesamt,5605
2005,DLAND,Niedersachsen,Februar,GES,Geschlecht,,Insgesamt,5189
2005,DLAND,Niedersachsen,Maerz,GES,Geschlecht,,Insgesamt,5602
2005,DLAND,Niedersachsen,April,GES,Geschlecht,,Insgesamt,5660
2005,DLAND,Niedersachsen,Mai,GES,Geschlecht,,Insgesamt,5444
2005,DLAND,Niedersachsen,Juni,GES,Geschlecht,,Insgesamt,5667
2005,DLAND,Niedersachsen,Juli,GES,Geschlecht,,Insgesamt,5997
2005,DLAND,Niedersachsen,August,GES,Geschlecht,,Insgesamt,6054
2005,DLAND,Niedersachsen,September,GES,Geschlecht,,Insgesamt,5940
2005,DLAND,Niedersachsen,Oktober,GES,Geschlecht,,Insgesamt,5429
2005,DLAND,Niedersachsen,November,GES,Geschlecht,,Insgesamt,5062
2005,DLAND,Niedersachsen,Dezember,GES,Geschlecht,,Insgesamt,5344
2005,DLAND,Nordrhein-Westfalen,Januar,GES,Geschlecht,,Insgesamt,13273
2005,DLAND,Nordrhein-Westfalen,Februar,GES,Geschlecht,,Insgesamt,11941
2005,DLAND,Nordrhein-Westfalen,Maerz,GES,Geschlecht,,Insgesamt,12905
2005,DLAND,Nordrhein-Westfalen,April,GES,Geschlecht,,Insgesamt,12267
2005,DLAND,Nordrhein-Westfalen,Mai,GES,Geschlecht,,Insgesamt,12572
2005,DLAND,Nordrhein-Westfalen,Juni,GES,Geschlecht,,Insgesamt,12699
2005,DLAND,Nordrhein-Westfalen,Juli,GES,Geschlecht,,Insgesamt,13707
2005,DLAND,Nordrhein-Westfalen,August,GES,Geschlecht,,Insgesamt,13721
2005,DLAND,Nordrhein-Westfalen,September,GES,Geschlecht,,Insgesamt,13556
2005,DLAND,Nordrhein-Westfalen,Oktober,GES,Geschlecht,,Insgesamt,12656
2005,DLAND,Nordrhein-Westfalen,November,GES,Geschlecht,,Insgesamt,11788
2005,DLAND,Nordrhein-Westfalen,Dezember,GES,Geschlecht,,Insgesamt,12287
2005,DLAND,Rheinland-Pfalz,Januar,GES,Geschlecht,,Insgesamt,2732
2005,DLAND,Rheinland-Pfalz,Februar,GES,Geschlecht,,Insgesamt,2564
2005,DLAND,Rheinland-Pfalz,Maerz,GES,Geschlecht,,Insgesamt,2695
2005,DLAND,Rheinland-Pfalz,April,GES,Geschlecht,,Insgesamt,2564
2005,DLAND,Rheinland-Pfalz,Mai,GES,Geschlecht,,Insgesamt,2744
2005,DLAND,Rheinland-Pfalz,Juni,GES,Geschlecht,,Insgesamt,2803
2005,DLAND,Rheinland-Pfalz,Juli,GES,Geschlecht,,Insgesamt,2860
2005,DLAND,Rheinland-Pfalz,August,GES,Geschlecht,,Insgesamt,2912
2005,DLAND,Rheinland-Pfalz,September,GES,Geschlecht,,Insgesamt,2932
2005,DLAND,Rheinland-Pfalz,Oktober,GES,Geschlecht,,Insgesamt,2680
2005,DLAND,Rheinland-Pfalz,November,GES,Geschlecht,,Insgesamt,2474
2005,DLAND,Rheinland-Pfalz,Dezember,GES,Geschlecht,,Insgesamt,2632
2005,DLAND,Saarland,Januar,GES,Geschlecht,,Insgesamt,592
2005,DLAND,Saarland,Februar,GES,Geschlecht,,Insgesamt,582
2005,DLAND,Saarland,Maerz,GES,Geschlecht,,Insgesamt,591
2005,DLAND,Saarland,April,GES,Geschlecht,,Insgesamt,606
2005,DLAND,Saarland,Mai,GES,Geschlecht,,Insgesamt,607
2005,DLAND,Saarland,Juni,GES,Geschlecht,,Insgesamt,624
2005,DLAND,Saarland,Juli,GES,Geschlecht,,Insgesamt,731
2005,DLAND,Saarland,August,GES,Geschlecht,,Insgesamt,675
2005,DLAND,Saarland,September,GES,Geschlecht,,Insgesamt,725
2005,DLAND,Saarland,Oktober,GES,Geschlecht,,Insgesamt,564
2005,DLAND,Saarland,November,GES,Geschlecht,,Insgesamt,608
2005,DLAND,Saarland,Dezember,GES,Geschlecht,,Insgesamt,579
2005,DLAND,Sachsen,Januar,GES,Geschlecht,,Insgesamt,2643
2005,DLAND,Sachsen,Februar,GES,Geschlecht,,Insgesamt,2530
2005,DLAND,Sachsen,Maerz,GES,Geschlecht,,Insgesamt,2630
2005,DLAND,Sachsen,April,GES,Geschlecht,,Insgesamt,2628
2005,DLAND,Sachsen,Mai,GES,Geschlecht,,Insgesamt,2701
2005,DLAND,Sachsen,Juni,GES,Geschlecht,,Insgesamt,2843
2005,DLAND,Sachsen,Juli,GES,Geschlecht,,Insgesamt,3039
2005,DLAND,Sachsen,August,GES,Geschlecht,,Insgesamt,2937
2005,DLAND,Sachsen,September,GES,Geschlecht,,Insgesamt,2890
2005,DLAND,Sachsen,Oktober,GES,Geschlecht,,Insgesamt,2650
2005,DLAND,Sachsen,November,GES,Geschlecht,,Insgesamt,2591
2005,DLAND,Sachsen,Dezember,GES,Geschlecht,,Insgesamt,2499
2005,DLAND,Sachsen-Anhalt,Januar,GES,Geschlecht,,Insgesamt,1460
2005,DLAND,Sachsen-Anhalt,Februar,GES,Geschlecht,,Insgesamt,1353
2005,DLAND,Sachsen-Anhalt,Maerz,GES,Geschlecht,,Insgesamt,1398
2005,DLAND,Sachsen-Anhalt,April,GES,Geschlecht,,Insgesamt,1356
2005,DLAND,Sachsen-Anhalt,Mai,GES,Geschlecht,,Insgesamt,1370
2005,DLAND,Sachsen-Anhalt,Juni,GES,Geschlecht,,Insgesamt,1462
2005,DLAND,Sachsen-Anhalt,Juli,GES,Geschlecht,,Insgesamt,1571
2005,DLAND,Sachsen-Anhalt,August,GES,Geschlecht,,Insgesamt,1540
2005,DLAND,Sachsen-Anhalt,September,GES,Geschlecht,,Insgesamt,1532
2005,DLAND,Sachsen-Anhalt,Oktober,GES,Geschlecht,,Insgesamt,1402
2005,DLAND,Sachsen-Anhalt,November,GES,Geschlecht,,Insgesamt,1356
2005,DLAND,Sachsen-Anhalt,Dezember,GES,Geschlecht,,Insgesamt,1366
2005,DLAND,Schleswig-Holstein,Januar,GES,Geschlecht,,Insgesamt,1936
2005,DLAND,Schleswig-Holstein,Februar,GES,Geschlecht,,Insgesamt,1795
2005,DLAND,Schleswig-Holstein,Maerz,GES,Geschlecht,,Insgesamt,1924
2005,DLAND,Schleswig-Holstein,April,GES,Geschlecht,,Insgesamt,1821
2005,DLAND,Schleswig-Holstein,Mai,GES,Geschlecht,,Insgesamt,1903
2005,DLAND,Schleswig-Holstein,Juni,GES,Geschlecht,,Insgesamt,1937
2005,DLAND,Schleswig-Holstein,Juli,GES,Geschlecht,,Insgesamt,2154
2005,DLAND,Schleswig-Holstein,August,GES,Geschlecht,,Insgesamt,2098
2005,DLAND,Schleswig-Holstein,September,GES,Geschlecht,,Insgesamt,1965
2005,DLAND,Schleswig-Holstein,Oktober,GES,Geschlecht,,Insgesamt,1865
2005,DLAND,Schleswig-Holstein,November,GES,Geschlecht,,Insgesamt,1829
2005,DLAND,Schleswig-Holstein,Dezember,GES,Geschlecht,,Insgesamt,1800
2005,DLAND,Thüringen,Januar,GES,Geschlecht,,Insgesamt,1333
2005,DLAND,Thüringen,Februar,GES,Geschlecht,,Insgesamt,1273
2005,DLAND,Thüringen,Maerz,GES,Geschlecht,,Insgesamt,1391
2005,DLAND,Thüringen,April,GES,Geschlecht,,Insgesamt,1384
2005,DLAND,Thüringen,Mai,GES,Geschlecht,,Insgesamt,1384
2005,DLAND,Thüringen,Juni,GES,Geschlecht,,Insgesamt,1426
2005,DLAND,Thüringen,Juli,GES,Geschlecht,,Insgesamt,1452
2005,DLAND,Thüringen,August,GES,Geschlecht,,Insgesamt,1537
2005,DLAND,Thüringen,September,GES,Geschlecht,,Insgesamt,1511
2005,DLAND,Thüringen,Oktober,GES,Geschlecht,,Insgesamt,1385
2005,DLAND,Thüringen,November,GES,Geschlecht,,Insgesamt,1308
2005,DLAND,Thüringen,Dezember,GES,Geschlecht,,Insgesamt,1329
2006,DLAND,Baden-Wuerttemberg,Januar,GES,Geschlecht,,Insgesamt,7661
2006,DLAND,Baden-Wuerttemberg,Februar,GES,Geschlecht,,Insgesamt,7090
2006,DLAND,Baden-Wuerttemberg,Maerz,GES,Geschlecht,,Insgesamt,7450
2006,DLAND,Baden-Wuerttemberg,April,GES,Geschlecht,,Insgesamt,6851
2006,DLAND,Baden-Wuerttemberg,Mai,GES,Geschlecht,,Insgesamt,8248
2006,DLAND,Baden-Wuerttemberg,Juni,GES,Geschlecht,,Insgesamt,7688
2006,DLAND,Baden-Wuerttemberg,Juli,GES,Geschlecht,,Insgesamt,8350
2006,DLAND,Baden-Wuerttemberg,August,GES,Geschlecht,,Insgesamt,8329
